0.372,2746
0.373,15377
0.374,1071
0.375,31654
0.376,19636
0.377,57921
0.378,3884
0.379,8623
0.380,11666
0.381,49264
0.382,4043
0.383,39956
0.384,1071
0.385,77426
0.386,26801
0.387,42163
0.388,555
0.389,1929
0.390,1011
0.391,55349
0.392,2388
0.393,7144
0.394,29435
0.395,1929
0.396,15895
0.397,11233
0.398,25514
0.399,59231
0.400,37085
0.401,37522
0.402,4459
0.403,14227
0.404,57930
0.405,27698
0.406,17853
0.407,342
0.408,26225
0.409,47319
0.410,48478
0.411,53226
0.412,24950
0.413,1669
0.414,26137
0.415,555
0.416,4187
0.417,1071
0.418,15
0.419,75
0.420,1669
0.421,55184
0.422,37150
0.423,7834
0.424,52890
0.425,19477
0.426,54981
0.427,19477
0.428,11065
0.429,1071
0.430,38164
0.431,29110
0.432,1071
0.433,2049
0.434,1071
0.435,3165
0.436,42454
0.437,2035
0.438,626
0.439,26776
0.440,27229
0.441,46562
0.442,17779
0.443,37915
0.444,8133
0.445,47044
0.446,1929
0.447,3147
0.448,1071
0.449,555
0.450,1700
0.451,62346
0.452,27831
0.453,14227
0.454,60989
0.455,25877
0.456,6364
0.457,48862
0.458,1587
0.459,22200
0.460,13752
0.461,4628
0.462,49321
0.463,47305
0.464,2847
0.465,29435
0.466,15023
0.467,9003
0.468,1011
0.469,1700
0.470,48862
0.471,19636
0.472,12287
0.473,16422
0.474,58105
0.475,32423
0.476,1444
0.477,43278
0.478,5405
0.479,12602
0.480,14227
0.481,13752
0.482,15300
0.483,21078
0.484,21972
0.485,65269
0.486,44274
0.487,362
0.488,61342
0.489,1804
0.490,27313
0.491,1929
0.492,18060
0.493,26776
0.494,1071
0.495,37548
0.496,19646
0.497,60989
0.498,17605
0.499,25877
0.500,18297
0.501,19370
0.502,2049
0.503,17894
0.504,37522
0.505,58298
0.506,12560
0.507,12354
0.508,46718
0.509,16422
0.510,36454
0.511,822
0.512,555
0.513,25633
0.514,19603
0.515,45454
0.516,19783
0.517,18297
0.518,7132
0.519,2027
0.520,60253
0.521,19368
0.522,45954
0.523,19332
0.524,555
0.525,4608
0.526,9246
0.527,7144
0.528,14227
0.529,268
0.530,4459
0.531,16937
0.532,36183
0.533,4462
0.534,16153
0.535,5565
0.536,73686
0.537,20807
0.538,1929
0.539,46391
0.540,1071
0.541,52890
0.542,38819
0.543,58051
0.544,39606
0.545,27355
0.546,21078
0.547,60909
0.548,39712
0.549,7671
0.550,1346
0.551,7062
0.552,25837
0.553,41323
0.554,27687
0.555,27768
0.556,19394
0.557,554
0.558,10848
0.559,40853
0.560,2746
0.561,555
0.562,4657
0.563,14227
0.564,1346
0.565,45
0.566,8804
0.567,17970
0.568,38532
0.569,70777
0.570,18095
0.571,29441
0.572,47672
0.573,36727
0.574,1193
0.575,30316
0.576,989
0.577,47185
0.578,9245
0.579,16392
0.580,14107
0.581,17414
0.582,67892
0.583,27356
0.584,1929
0.585,1071
0.586,37915
0.587,14227
0.588,4356
0.589,29441
0.590,47126
0.591,20372
0.592,1071
0.593,18288
0.594,28003
0.595,4628
0.596,27374
0.597,49264
0.598,18696
0.599,17894
0.600,46951
0.601,41202
0.602,12560
0.603,5834
0.604,26051
0.605,822
0.606,2847
0.607,11512
0.608,55881
0.609,12084
0.610,39792
0.611,344
0.612,500
0.613,36663
0.614,62976
0.615,1587
0.616,8623
0.617,9000
0.618,14227
0.619,59409
0.620,322
0.621,6599
0.622,11648
0.623,3073
0.624,28879
0.625,31997
0.626,14227
0.627,3165
0.628,6599
0.629,4628
0.630,4462
0.631,61697
0.632,26622
0.633,39615
0.634,17779
0.635,15897
0.636,1967
0.637,38037
0.638,17925
0.639,27293
0.640,555
0.641,49321
0.642,52791
0.643,58900
0.644,1071
0.645,47319
0.646,14227
0.647,5565
0.648,58073
0.649,49264
0.650,44793
0.651,12560
0.652,26311
0.653,30226
0.654,10054
0.655,50456
0.656,19370
0.657,12560
0.658,60102
0.659,55731
0.660,24569
0.661,989
0.662,2426
0.663,28879
0.664,57921
0.665,27572
0.666,1071
0.667,15606
0.668,4462
0.669,5190
0.670,555
0.671,38532
0.672,58731
0.673,55881
0.674,19394
0.675,58615
0.676,1071
0.677,55562
0.678,58298
0.679,41672
0.680,37522
0.681,1071
0.682,70196
0.683,28003
0.684,14227
0.685,1929
0.686,1071
0.687,26219
0.688,16392
0.689,40001
0.690,71669
0.691,48862
0.692,20221
0.693,28598
0.694,38037
0.695,5389
0.696,5190
0.697,503
0.698,16627
0.699,1929
0.700,47278
0.701,8817
0.702,52714
0.703,39615
0.704,18059
0.705,4356
0.706,11590
0.707,11512
0.708,25877
0.709,1071
0.710,21435
0.711,27196
0.712,35124
0.713,16310
0.714,19764
0.715,6209
0.716,51914
0.717,7671
0.718,37915
0.719,59407
0.720,16644
0.721,554
0.722,9003
0.723,50921
0.724,5405
0.725,67892
0.726,17605
0.727,15300
0.728,15377
0.729,41703
0.730,68878
0.731,39209
0.732,70777
0.733,4657
0.734,18291
0.735,6209
0.736,20136
0.737,14227
0.738,36831
0.739,721
0.740,14255
0.741,27061
0.742,20446
0.743,1669
0.744,39712
0.745,50057
0.746,9764
0.747,58172
0.748,40001
0.749,20338
0.750,16153
0.751,53042
0.752,20136
0.753,6599
0.754,16729
0.755,66472
0.756,47044
0.757,1071
0.758,47319
0.759,61470
0.760,52554
0.761,41672
0.762,37992
0.763,11065
0.764,37548
0.765,16392
0.766,70777
0.767,59076
0.768,47185
0.769,17970
0.770,26137
0.771,1071
0.772,26100
0.773,11512
0.774,14107
0.775,20664
0.776,1929
0.777,5190
0.778,13730
0.779,19805
0.780,47185
0.781,6405
0.782,27572
0.783,1071
0.784,30152
0.785,18229
0.786,15606
0.787,27858
0.788,4657
0.789,26137
0.790,57948
0.791,19301
0.792,62003
0.793,1071
0.794,1133
0.795,1071
0.796,5191
0.797,29500
0.798,18291
0.799,45454
0.800,20438
0.801,989
0.802,31207
0.803,16280
0.804,70196
0.805,2388
0.806,7916
0.807,15358
0.808,67659
0.809,55690
0.810,55690
0.811,59407
0.812,12560
0.813,29294
0.814,1071
0.815,41499
0.816,72602
0.817,40991
0.818,34074
0.819,48030
0.820,17925
0.821,15130
0.822,626
0.823,24950
0.824,47887
0.825,15358
0.826,18288
0.827,25877
0.828,18040
0.829,22178
0.830,14042
0.831,7062
0.832,19764
0.833,67750
0.834,25514
0.835,51885
0.836,71669
0.837,18281
0.838,1071
0.839,29441
0.840,2459
0.841,1071
0.842,26801
0.843,555
0.844,1071
0.845,61470
0.846,61470
0.847,2992
0.848,39792
0.849,14227
0.850,15358
0.851,16422
0.852,11001
0.853,1071
0.854,41645
0.855,21972
0.856,57921
0.857,32423
0.858,31654
0.859,37120
0.860,16310
0.861,2944
0.862,56929
0.863,53226
0.864,55718
0.865,17779
0.866,1669
0.867,27356
0.868,1071
0.869,37992
0.870,30283
0.871,19646
0.872,48514
0.873,24341
0.874,72924
0.875,12622
0.876,19805
0.877,14227
0.878,4657
0.879,4459
0.880,2339
0.881,1929
0.882,35033
0.883,38180
0.884,71669
0.885,26790
0.886,38196
0.887,71012
0.888,16644
0.889,32086
0.890,15130
0.891,32578
0.892,626
0.893,1071
0.894,7144
0.895,18288
0.896,46696
0.897,4678
0.898,31778
0.899,500
0.900,5834
0.901,30226
0.902,35304
0.903,47263
0.904,14227
0.905,33581
0.906,20865
0.907,18693
0.908,47305
0.909,15445
0.910,1025
0.911,35135
0.912,18095
0.913,61251
0.914,28843
0.915,53042
0.916,27405
0.917,28003
0.918,26334
0.919,17605
0.920,342
0.921,37992
0.922,48030
0.923,28794
0.924,14227
0.925,48862
0.926,6821
0.927,18288
0.928,1929
0.929,4657
0.930,39231
0.931,13752
0.932,344
0.933,1071
0.934,26648
0.935,13074
0.936,73686
0.937,36663
0.938,30152
0.939,18185
0.940,42163
0.941,1071
0.942,48030
0.943,16153
0.944,26622
0.945,19764
0.946,27293
0.947,1333
0.948,38642
0.949,15300
0.950,19764
0.951,5565
0.952,58064
0.953,18059
0.954,1929
0.955,52927
0.956,555
0.957,1071
0.958,19783
0.959,2746
0.960,36663
0.961,2049
0.962,36183
0.963,61470
0.964,18700
0.965,46696
0.966,19783
0.967,29294
0.968,69534
0.969,268
0.970,37992
0.971,59076
0.972,27452
0.973,19394
0.974,67832
0.975,12602
0.976,3065
0.977,31654
0.978,57953
0.979,28565
0.980,17828
0.981,9013
0.982,14227
0.983,66472
0.984,65150
0.985,18281
0.986,19332
0.987,31778
0.988,2096
0.989,60909
0.990,27831
0.991,39625
0.992,6821
0.993,24341
0.994,18281
0.995,1071
0.996,19979
0.997,75165
0.998,45
0.999,17611
0.1000,14107
0.1001,2459
0.1002,26311
0.1003,37120
0.1004,47238
0.1005,47000
0.1006,1071
0.1007,15130
0.1008,555
0.1009,59407
0.1010,52441
0.1011,50057
0.1012,555
0.1013,14227
0.1014,26051
0.1015,30482
0.1016,70
0.1017,1071
0.1018,26311
0.1019,18297
0.1020,30189
0.1021,4628
0.1022,27698
0.1023,13752
0.1024,2170
0.1025,16310
0.1026,62976
0.1027,1669
0.1028,34074
0.1029,4628
0.1030,25943
0.1031,5834
0.1032,14042
0.1033,3176
0.1034,51593
0.1035,33647
0.1036,1071
0.1037,39625
0.1038,35124
0.1039,9000
0.1040,21542
0.1041,14227
0.1042,6491
0.1043,7916
0.1044,1071
0.1045,11914
0.1046,26790
0.1047,43278
0.1048,1929
0.1049,7675
0.1050,50050
0.1051,1834
0.1052,29253
0.1053,1136
0.1054,26776
0.1055,53226
0.1056,19370
0.1057,46999
0.1058,4628
0.1059,5834
0.1060,9013
0.1061,1071
0.1062,4657
0.1063,57921
0.1064,7144
0.1065,11590
0.1066,38742
0.1067,17395
0.1068,60989
0.1069,61470
0.1070,30331
0.1071,32086
0.1072,62003
0.1073,46999
0.1074,2179
0.1075,555
0.1076,1929
0.1077,2847
0.1078,1429
0.1079,4040
0.1080,2685
0.1081,2388
0.1082,39712
0.1083,3176
0.1084,1929
0.1085,29110
0.1086,26852
0.1087,14227
0.1088,6491
0.1089,39231
0.1090,1071
0.1091,3225
0.1092,2215
0.1093,1071
0.1094,15
0.1095,42163
0.1096,1071
0.1097,10590
0.1098,4462
0.1099,16100
0.1100,19979
0.1101,989
0.1102,1071
0.1103,47278
0.1104,500
0.1105,3884
0.1106,56933
0.1107,2685
0.1108,17139
0.1109,5405
0.1110,500
0.1111,44793
0.1112,37104
0.1113,38676
0.1114,25943
0.1115,24545
0.1116,37150
0.1117,39712
0.1118,1071
0.1119,18288
0.1120,58073
0.1121,268
0.1122,52927
0.1123,344
0.1124,14227
0.1125,11590
0.1126,7132
0.1127,65215
0.1128,19524
0.1129,61151
0.1130,27229
0.1131,4838
0.1132,53308
0.1133,47056
0.1134,14227
0.1135,33486
0.1136,48030
0.1137,25877
0.1138,11492
0.1139,28477
0.1140,30189
0.1141,2096
0.1142,22200
0.1143,14227
0.1144,59021
0.1145,22181
0.1146,18747
0.1147,24341
0.1148,1929
0.1149,47056
0.1150,15300
0.1151,8335
0.1152,268
0.1153,33647
0.1154,1804
0.1155,36487
0.1156,13074
0.1157,67659
0.1158,26311
0.1159,14121
0.1160,9764
0.1161,35033
0.1162,15
0.1163,11065
0.1164,4662
0.1165,19764
0.1166,27134
0.1167,38164
0.1168,47242
0.1169,39231
0.1170,75
0.1171,54981
0.1172,17414
0.1173,1071
0.1174,1136
0.1175,7916
0.1176,27293
0.1177,14905
0.1178,3884
0.1179,48514
0.1180,18288
0.1181,2746
0.1182,1011
0.1183,70003
0.1184,268
0.1185,57953
0.1186,48862
0.1187,27232
0.1188,25514
0.1189,26340
0.1190,25933
0.1191,30482
0.1192,29294
0.1193,26311
0.1194,8133
0.1195,3789
0.1196,33264
0.1197,19603
0.1198,342
0.1199,2459
0.1200,1071
0.1201,16376
0.1202,5342
0.1203,27111
0.1204,1133
0.1205,18700
0.1206,48078
0.1207,15895
0.1208,67832
0.1209,2847
0.1210,18288
0.1211,31654
0.1212,27229
0.1213,18229
0.1214,24545
0.1215,59738
0.1216,46696
0.1217,18040
0.1218,39712
0.1219,322
0.1220,1929
0.1221,12560
0.1222,2035
0.1223,73686
0.1224,1526
0.1225,30152
0.1226,4071
0.1227,11590
0.1228,19962
0.1229,17139
0.1230,721
0.1231,38964
0.1232,17611
0.1233,554
0.1234,554
0.1235,2388
0.1236,38180
0.1237,68878
0.1238,36183
0.1239,59407
0.1240,44793
0.1241,1071
0.1242,39615
0.1243,19764
0.1244,55690
0.1245,16280
0.1246,555
0.1247,14905
0.1248,1071
0.1249,44274
0.1250,15130
0.1251,4628
0.1252,626
0.1253,5389
0.1254,822
0.1255,48302
0.1256,1071
0.1257,22174
0.1258,2179
0.1259,1929
0.1260,46803
0.1261,19394
0.1262,39712
0.1263,1071
0.1264,1071
0.1265,71319
0.1266,47319
0.1267,18492
0.1268,40001
0.1269,4678
0.1270,14227
0.1271,59563
0.1272,48620
0.1273,2426
0.1274,1071
0.1275,47056
0.1276,5565
0.1277,49321
0.1278,37150
0.1279,61151
0.1280,28794
0.1281,1929
0.1282,17611
0.1283,18297
0.1284,54981
0.1285,18288
0.1286,4653
0.1287,31654
0.1288,6821
0.1289,58073
0.1290,47056
0.1291,1025
0.1292,2170
0.1293,30365
0.1294,4040
0.1295,70
0.1296,20338
0.1297,58731
0.1298,1071
0.1299,26051
0.1300,29110
0.1301,3147
0.1302,2847
0.1303,22174
0.1304,42163
0.1305,17395
0.1306,61470
0.1307,555
0.1308,23227
0.1309,14508
0.1310,14227
0.1311,7091
0.1312,6405
0.1313,17894
0.1314,27687
0.1315,53042
0.1316,17139
0.1317,16644
0.1318,48302
0.1319,3852
0.1320,38642
0.1321,26334
0.1322,30331
0.1323,67534
0.1324,37635
0.1325,1071
0.1326,67892
0.1327,6405
0.1328,14227
0.1329,56907
0.1330,73686
0.1331,1483
0.1332,5979
0.1333,10876
0.1334,29327
0.1335,1929
0.1336,52554
0.1337,19341
0.1338,73452
0.1339,29253
0.1340,48514
0.1341,70186
0.1342,30189
0.1343,20338
0.1344,9246
0.1345,1071
0.1346,67750
0.1347,18198
0.1348,35124
0.1349,39615
0.1350,19764
0.1351,25877
0.1352,626
0.1353,46562
0.1354,29441
0.1355,61362
0.1356,22178
0.1357,26219
0.1358,8133
0.1359,1025
0.1360,22174
0.1361,14227
0.1362,61470
0.1363,55562
0.1364,50057
0.1365,68284
0.1366,60909
0.1367,17932
0.1368,19603
0.1369,29110
0.1370,2388
0.1371,20446
0.1372,36183
0.1373,1071
0.1374,20372
0.1375,44274
0.1376,29110
0.1377,268
0.1378,18439
0.1379,61151
0.1380,10724
0.1381,37915
0.1382,1011
0.1383,58900
0.1384,1967
0.1385,1929
0.1386,27355
0.1387,67832
0.1388,2847
0.1389,4653
0.1390,5191
0.1391,27313
0.1392,1929
0.1393,2035
0.1394,14042
0.1395,58073
0.1396,7500
0.1397,47958
0.1398,26927
0.1399,4040
0.1400,27405
0.1401,38164
0.1402,70772
0.1403,1071
0.1404,26051
0.1405,24341
0.1406,2215
0.1407,2388
0.1408,2035
0.1409,14107
0.1410,19332
0.1411,46391
0.1412,70196
0.1413,18040
0.1414,18686
0.1415,21260
0.1416,26790
0.1417,12859
0.1418,36487
0.1419,8133
0.1420,58172
0.1421,48030
0.1422,27356
0.1423,3165
0.1424,27355
0.1425,1929
0.1426,7132
0.1427,61151
0.1428,626
0.1429,10590
0.1430,37635
0.1431,57921
0.1432,5191
0.1433,48078
0.1434,18288
0.1435,58172
0.1436,33486
0.1437,19195
0.1438,40001
0.1439,17920
0.1440,31654
0.1441,1071
0.1442,2179
0.1443,28003
0.1444,74431
0.1445,2847
0.1446,1929
0.1447,26340
0.1448,17611
0.1449,28477
0.1450,7299
0.1451,48030
0.1452,26927
0.1453,32454
0.1454,14227
0.1455,50057
0.1456,14227
0.1457,2035
0.1458,15399
0.1459,18288
0.1460,2264
0.1461,18693
0.1462,20221
0.1463,15445
0.1464,39132
0.1465,38964
0.1466,39625
0.1467,28794
0.1468,2027
0.1469,555
0.1470,1071
0.1471,4653
0.1472,3147
0.1473,56933
0.1474,59407
0.1475,33486
0.1476,36253
0.1477,25620
0.1478,18911
0.1479,30885
0.1480,5405
0.1481,19163
0.1482,22178
0.1483,37150
0.1484,7500
0.1485,3884
0.1486,2847
0.1487,11512
0.1488,42163
0.1489,22178
0.1490,20905
0.1491,53309
0.1492,18297
0.1493,50057
0.1494,37817
0.1495,4187
0.1496,14905
0.1497,38601
0.1498,2049
0.1499,18291
0.1500,1051
0.1501,9934
0.1502,19524
0.1503,19052
0.1504,5815
0.1505,322
0.1506,18297
0.1507,61470
0.1508,15023
0.1509,4628
0.1510,4628
0.1511,555
0.1512,19446
0.1513,1929
0.1514,60989
0.1515,39792
0.1516,219
0.1517,6599
0.1518,18101
0.1519,8817
0.1520,6013
0.1521,73686
0.1522,12560
0.1523,22181
0.1524,7144
0.1525,36835
0.1526,4356
0.1527,4459
0.1528,46951
0.1529,38642
0.1530,1687
0.1531,11648
0.1532,1929
0.1533,344
0.1534,55881
0.1535,19646
0.1536,12560
0.1537,10848
0.1538,70809
0.1539,18291
0.1540,36183
0.1541,10590
0.1542,1071
0.1543,1071
0.1544,49264
0.1545,17920
0.1546,4657
0.1547,5405
0.1548,15
0.1549,14107
0.1550,1929
0.1551,30283
0.1552,25877
0.1553,22200
0.1554,15606
0.1555,46803
0.1556,10724
0.1557,1417
0.1558,18198
0.1559,1929
0.1560,7675
0.1561,75
0.1562,71012
0.1563,29441
0.1564,1071
0.1565,16392
0.1566,48884
0.1567,26852
0.1568,1929
0.1569,16392
0.1570,3852
0.1571,57948
0.1572,48478
0.1573,5979
0.1574,38196
0.1575,25968
0.1576,1929
0.1577,7834
0.1578,70106
0.1579,47887
0.1580,11065
0.1581,16310
0.1582,3884
0.1583,18492
0.1584,37120
0.1585,9003
0.1586,38591
0.1587,11648
0.1588,12370
0.1589,19477
0.1590,2352
0.1591,41499
0.1592,39209
0.1593,7916
0.1594,35033
0.1595,2746
0.1596,52313
0.1597,59409
0.1598,70809
0.1599,19764
0.1600,58073
0.1601,26759
0.1602,4662
0.1603,17876
0.1604,36962
0.1605,38627
0.1606,58654
0.1607,943
0.1608,2944
0.1609,26311
0.1610,37150
0.1611,24545
0.1612,9013
0.1613,6491
0.1614,14227
0.1615,21435
0.1616,46696
0.1617,47887
0.1618,46391
0.1619,626
0.1620,2179
0.1621,58068
0.1622,16644
0.1623,56907
0.1624,22472
0.1625,28778
0.1626,33264
0.1627,46562
0.1628,35304
0.1629,21435
0.1630,59409
0.1631,26776
0.1632,1071
0.1633,67659
0.1634,17723
0.1635,2049
0.1636,30482
0.1637,39231
0.1638,35033
0.1639,18288
0.1640,1444
0.1641,1929
0.1642,18696
0.1643,33647
0.1644,65150
0.1645,37522
0.1646,58787
0.1647,70673
0.1648,13752
0.1649,1929
0.1650,6491
0.1651,14227
0.1652,38164
0.1653,2847
0.1654,18059
0.1655,29441
0.1656,3789
0.1657,15377
0.1658,6821
0.1659,30226
0.1660,36663
0.1661,10848
0.1662,1071
0.1663,19962
0.1664,20438
0.1665,15023
0.1666,2992
0.1667,7500
0.1668,19979
0.1669,15023
0.1670,19446
0.1671,6599
0.1672,15130
0.1673,4043
0.1674,7091
0.1675,1071
0.1676,27229
0.1677,16376
0.1678,58715
0.1679,55139
0.1680,15300
0.1681,36663
0.1682,18229
0.1683,1071
0.1684,4893
0.1685,65150
0.1686,555
0.1687,1929
0.1688,14227
0.1689,17139
0.1690,3073
0.1691,4838
0.1692,11065
0.1693,503
0.1694,344
0.1695,38676
0.1696,60909
0.1697,1929
0.1698,1929
0.1699,60989
0.1700,626
0.1701,27196
0.1702,12602
0.1703,1025
0.1704,1929
0.1705,53696
0.1706,555
0.1707,51159
0.1708,26759
0.1709,16100
0.1710,31207
0.1711,18229
0.1712,20664
0.1713,20438
0.1714,55139
0.1715,70809
0.1716,20136
0.1717,52554
0.1718,18101
0.1719,2179
0.1720,1071
0.1721,45
0.1722,37280
0.1723,19636
0.1724,56907
0.1725,1669
0.1726,4462
0.1727,27293
0.1728,17396
0.1729,4040
0.1730,65150
0.1731,35135
0.1732,47185
0.1733,22472
0.1734,71669
0.1735,4040
0.1736,32423
0.1737,68878
0.1738,18696
0.1739,19603
0.1740,61697
0.1741,30417
0.1742,1833
0.1743,2847
0.1744,52714
0.1745,555
0.1746,35300
0.1747,53309
0.1748,822
0.1749,18747
0.1750,43278
0.1751,17479
0.1752,5191
0.1753,36727
0.1754,17932
0.1755,6599
0.1756,1071
0.1757,27768
0.1758,1071
0.1759,5979
0.1760,5959
0.1761,5389
0.1762,2339
0.1763,65215
0.1764,67832
0.1765,26051
0.1766,4678
0.1767,47185
0.1768,58298
0.1769,37915
0.1770,59738
0.1771,17139
0.1772,30986
0.1773,12859
0.1774,15130
0.1775,1687
0.1776,16627
0.1777,27452
0.1778,20338
0.1779,2847
0.1780,12859
0.1781,47672
0.1782,5405
0.1783,59738
0.1784,1071
0.1785,19166
0.1786,362
0.1787,3165
0.1788,17414
0.1789,28598
0.1790,17611
0.1791,11590
0.1792,18492
0.1793,38601
0.1794,21435
0.1795,19636
0.1796,73686
0.1797,16422
0.1798,4043
0.1799,4628
0.1800,15399
0.1801,11065
0.1802,3147
0.1803,58105
0.1804,46803
0.1805,18406
0.1806,32886
0.1807,20807
0.1808,50057
0.1809,15445
0.1810,2388
0.1811,48302
0.1812,18059
0.1813,38180
0.1814,1071
0.1815,60897
0.1816,26801
0.1817,58068
0.1818,35135
0.1819,7091
0.1820,58654
0.1821,17779
0.1822,14227
0.1823,70106
0.1824,11065
0.1825,46999
0.1826,7508
0.1827,57921
0.1828,36835
0.1829,17853
0.1830,47897
0.1831,4608
0.1832,14227
0.1833,18439
0.1834,19341
0.1835,3176
0.1836,13730
0.1837,18101
0.1838,65269
0.1839,21078
0.1840,29435
0.1841,13074
0.1842,59651
0.1843,19962
0.1844,6491
0.1845,2215
0.1846,69468
0.1847,18288
0.1848,1669
0.1849,38164
0.1850,14107
0.1851,18288
0.1852,39712
0.1853,55184
0.1854,25943
0.1855,36256
0.1856,35033
0.1857,41703
0.1858,14905
0.1859,26100
0.1860,47242
0.1861,26776
0.1862,8804
0.1863,555
0.1864,8335
0.1865,230
0.1866,2847
0.1867,39712
0.1868,14508
0.1869,2027
0.1870,35135
0.1871,51914
0.1872,28185
0.1873,59231
0.1874,51441
0.1875,27061
0.1876,21078
0.1877,55139
0.1878,555
0.1879,1929
0.1880,37635
0.1881,61251
0.1882,52791
0.1883,70777
0.1884,16100
0.1885,11492
0.1886,59651
0.1887,44793
